,Current,Frequency,Signal
329,0.2,2.73,1.954e-13
330,0.2,2.731,5.68439e-14
331,0.2,2.732,2.45139e-13
332,0.2,2.733,5.11594e-13
333,0.2,2.734,5.40016e-13
334,0.2,2.735,4.22775e-13
335,0.2,2.736,7.81601e-14
336,0.2,2.737,2.5935e-13
337,0.2,2.738,5.32909e-14
338,0.2,2.739,9.94764e-14
339,0.2,2.74,6.7502e-14
340,0.2,2.741,2.02506e-13
341,0.2,2.742,3.19746e-14
342,0.2,2.743,1.49215e-13
343,0.2,2.744,2.13164e-13
344,0.2,2.745,1.10135e-13
345,0.2,2.746,6.78572e-13
346,0.2,2.747,8.52656e-14
347,0.2,2.748,2.02506e-13
348,0.2,2.749,1.74084e-13
349,0.2,2.75,3.62379e-13
350,0.2,2.751,2.34481e-13
351,0.2,2.752,1.59873e-13
352,0.2,2.753,1.49215e-13
353,0.2,2.754,2.66455e-13
354,0.2,2.755,3.62379e-13
355,0.2,2.756,1.06582e-13
356,0.2,2.757,3.76589e-13
357,0.2,2.758,3.73037e-13
358,0.2,2.759,5.68438e-13
359,0.2,2.76,5.5778e-13
360,0.2,2.761,5.22252e-13
361,0.2,2.762,7.17652e-13
362,0.2,2.763,3.23299e-13
363,0.2,2.764,1.52768e-13
364,0.2,2.765,5.32909e-14
365,0.2,2.766,3.65931e-13
366,0.2,2.767,4.12117e-13
367,0.2,2.768,5.22252e-13
368,0.2,2.769,4.47644e-13
369,0.2,2.77,3.41062e-13
370,0.2,2.771,5.32909e-14
371,0.2,2.772,4.15669e-13
372,0.2,2.773,3.19746e-13
373,0.2,2.774,4.15669e-13
374,0.2,2.775,2.73561e-13
375,0.2,2.776,6.03966e-14
376,0.2,2.777,5.00936e-13
377,0.2,2.778,2.45139e-13
378,0.2,2.779,1.31451e-13
379,0.2,2.78,8.17128e-14
380,0.2,2.781,2.70008e-13
381,0.2,2.782,9.94764e-14
382,0.2,2.783,1.49215e-13
383,0.2,2.784,2.16716e-13
384,0.2,2.785,3.01982e-13
385,0.2,2.786,2.13164e-13
386,0.2,2.787,2.30928e-13
387,0.2,2.788,3.30404e-13
388,0.2,2.789,3.30404e-13
389,0.2,2.79,2.9843e-13
390,0.2,2.791,4.90278e-13
391,0.2,2.792,4.22775e-13
392,0.2,2.793,3.97906e-13
393,0.2,2.794,3.23299e-13
394,0.2,2.795,4.40538e-13
395,0.2,2.796,3.908e-13
396,0.2,2.797,5.82649e-13
397,0.2,2.798,2.84219e-13
398,0.2,2.799,3.69484e-13
399,0.2,2.8,3.76589e-13
400,0.2,2.801,5.00936e-13
401,0.2,2.802,3.23299e-13
402,0.2,2.803,3.55273e-13
403,0.2,2.804,4.19222e-13
404,0.2,2.805,2.91324e-13
405,0.2,2.806,2.45139e-13
406,0.2,2.807,3.76589e-13
407,0.2,2.808,3.69484e-13
408,0.2,2.809,4.65409e-13
409,0.2,2.81,5.64885e-13
410,0.2,2.811,4.2988e-13
411,0.2,2.812,3.01982e-13
412,0.2,2.813,3.26851e-13
413,0.2,2.814,2.13164e-13
414,0.2,2.815,3.30404e-13
415,0.2,2.816,2.91324e-13
416,0.2,2.817,3.23299e-13
417,0.2,2.818,3.69484e-13
418,0.2,2.819,5.86201e-13
419,0.2,2.82,7.42521e-13
420,0.2,2.821,4.05011e-13
421,0.2,2.822,8.13575e-13
422,0.2,2.823,9.16607e-13
423,0.2,2.824,7.92259e-13
424,0.2,2.825,6.18176e-13
425,0.2,2.826,8.31338e-13
426,0.2,2.827,1.10135e-12
427,0.2,2.828,1.26122e-12
428,0.2,2.829,1.28609e-12
429,0.2,2.83,2.03572e-12
430,0.2,2.831,2.58639e-12
431,0.2,2.832,3.6984e-12
432,0.2,2.833,5.32555e-12
433,0.2,2.834,6.13912e-12
434,0.2,2.835,6.28833e-12
435,0.2,2.836,6.66137e-12
436,0.2,2.837,6.48018e-12
437,0.2,2.838,6.32031e-12
438,0.2,2.839,4.75001e-12
439,0.2,2.84,4.47645e-12
440,0.2,2.841,4.24197e-12
441,0.2,2.842,4.45158e-12
442,0.2,2.843,4.65053e-12
443,0.2,2.844,5.86911e-12
444,0.2,2.845,7.65971e-12
445,0.2,2.846,1.12053e-11
446,0.2,2.847,1.72805e-11
447,0.2,2.848,1.72556e-11
448,0.2,2.849,1.85382e-11
449,0.2,2.85,1.81296e-11
450,0.2,2.851,1.78667e-11
451,0.2,2.852,1.60797e-11
452,0.2,2.853,1.13936e-11
453,0.2,2.854,8.44486e-12
454,0.2,2.855,6.92427e-12
455,0.2,2.856,6.25636e-12
456,0.2,2.857,5.88332e-12
457,0.2,2.858,6.60097e-12
458,0.2,2.859,8.00077e-12
459,0.2,2.86,1.05267e-11
460,0.2,2.861,1.29959e-11
461,0.2,2.862,1.28396e-11
462,0.2,2.863,1.3646e-11
463,0.2,2.864,1.25589e-11
464,0.2,2.865,1.28254e-11
465,0.2,2.866,1.06902e-11
466,0.2,2.867,7.65615e-12
467,0.2,2.868,5.9828e-12
468,0.2,2.869,4.90633e-12
469,0.2,2.87,4.38052e-12
470,0.2,2.871,4.12828e-12
471,0.2,2.872,4.3521e-12
472,0.2,2.873,4.87435e-12
473,0.2,2.874,5.47831e-12
474,0.2,2.875,6.41623e-12
475,0.2,2.876,8.12156e-12
476,0.2,2.877,1.08856e-11
477,0.2,2.878,1.43281e-11
478,0.2,2.879,1.49322e-11
479,0.2,2.88,1.58878e-11
480,0.2,2.881,1.56498e-11
481,0.2,2.882,1.56747e-11
482,0.2,2.883,1.40439e-11
483,0.2,2.884,1.18306e-11
484,0.2,2.885,1.04592e-11
485,0.2,2.886,9.64923e-12
486,0.2,2.887,9.77002e-12
487,0.2,2.888,1.05267e-11
488,0.2,2.889,1.23351e-11
489,0.2,2.89,1.60726e-11
490,0.2,2.891,2.15402e-11
491,0.2,2.892,2.23112e-11
492,0.2,2.893,2.35653e-11
493,0.2,2.894,2.32562e-11
494,0.2,2.895,2.28441e-11
495,0.2,2.896,2.0247e-11
496,0.2,2.897,1.5227e-11
497,0.2,2.898,1.15251e-11
498,0.2,2.899,8.98132e-12
499,0.2,2.9,7.14098e-12
500,0.2,2.901,6.40557e-12
501,0.2,2.902,6.0574e-12
502,0.2,2.903,6.72531e-12
503,0.2,2.904,8.06116e-12
504,0.2,2.905,7.66326e-12
505,0.2,2.906,7.92616e-12
506,0.2,2.907,7.36128e-12
507,0.2,2.908,6.77505e-12
508,0.2,2.909,6.14622e-12
509,0.2,2.91,4.30236e-12
510,0.2,2.911,3.07311e-12
511,0.2,2.912,2.65034e-12
512,0.2,2.913,2.0748e-12
513,0.2,2.914,1.65557e-12
514,0.2,2.915,1.57031e-12
515,0.2,2.916,1.46372e-12
516,0.2,2.917,1.08358e-12
517,0.2,2.918,1.13688e-12
518,0.2,2.919,1.10845e-12
519,0.2,2.92,1.14398e-12
520,0.2,2.921,1.11201e-12
521,0.2,2.922,8.34891e-13
522,0.2,2.923,7.816e-13
523,0.2,2.924,7.17652e-13
524,0.2,2.925,6.46597e-13
525,0.2,2.926,5.15147e-13
526,0.2,2.927,7.63837e-13
527,0.2,2.928,6.85677e-13
528,0.2,2.929,6.92783e-13
529,0.2,2.93,7.60284e-13
530,0.2,2.931,6.07518e-13
531,0.2,2.932,7.60284e-13
532,0.2,2.933,7.03441e-13
533,0.2,2.934,6.8923e-13
534,0.2,2.935,6.46597e-13
535,0.2,2.936,5.25805e-13
536,0.2,2.937,6.1107e-13
537,0.2,2.938,2.70008e-13
538,0.2,2.939,3.80142e-13
539,0.2,2.94,4.08564e-13
540,0.2,2.941,4.83173e-13
541,0.2,2.942,6.21728e-13
542,0.2,2.943,4.90278e-13
543,0.2,2.944,6.21728e-13
544,0.2,2.945,7.35415e-13
545,0.2,2.946,5.61332e-13
546,0.2,2.947,4.76067e-13
547,0.2,2.948,6.07518e-13
548,0.2,2.949,9.30818e-13
549,0.2,2.95,7.53179e-13
550,0.2,2.951,6.1107e-13
551,0.2,2.952,5.54227e-13
552,0.2,2.953,6.18176e-13
553,0.2,2.954,4.61856e-13
554,0.2,2.955,5.54227e-13
555,0.2,2.956,4.44091e-13
556,0.2,2.957,3.3751e-13
557,0.2,2.958,6.75019e-13
558,0.2,2.959,4.05011e-13
559,0.2,2.96,5.43569e-13
560,0.2,2.961,4.93831e-13
561,0.2,2.962,6.8923e-13
562,0.2,2.963,5.68438e-13
563,0.2,2.964,7.74495e-13
564,0.2,2.965,6.18176e-13
565,0.2,2.966,5.89754e-13
566,0.2,2.967,6.60808e-13
567,0.2,2.968,5.11594e-13
568,0.2,2.969,6.07518e-13
569,0.2,2.97,4.44091e-13
570,0.2,2.971,3.69484e-13
571,0.2,2.972,4.19222e-13
572,0.2,2.973,6.14623e-13
573,0.2,2.974,6.00412e-13
574,0.2,2.975,4.12117e-13
575,0.2,2.976,5.40016e-13
576,0.2,2.977,1.70531e-13
577,0.2,2.978,1.954e-13
578,0.2,2.979,4.05011e-13
579,0.2,2.98,3.16193e-13
580,0.2,2.981,3.76589e-13
581,0.2,2.982,1.59873e-13
582,0.2,2.983,9.94764e-14
583,0.2,2.984,3.58826e-13
584,0.2,2.985,2.13164e-13
585,0.2,2.986,1.31451e-13
586,0.2,2.987,1.49215e-13
587,0.2,2.988,1.77637e-13
588,0.2,2.989,8.52656e-14
589,0.2,2.99,5.00936e-13
590,0.2,2.991,2.77113e-13
591,0.2,2.992,1.88295e-13
592,0.2,2.993,3.23299e-13
593,0.2,2.994,1.5632e-13
594,0.2,2.995,1.59873e-13
595,0.2,2.996,6.7502e-14
596,0.2,2.997,3.65931e-13
597,0.2,2.998,1.5632e-13
598,0.4,2.7,9.94764e-14
599,0.4,2.701,3.30404e-13
600,0.4,2.702,1.81189e-13
601,0.4,2.703,1.38557e-13
602,0.4,2.704,1.84742e-13
603,0.4,2.705,4.61855e-14
604,0.4,2.706,2.13164e-13
605,0.4,2.707,3.87248e-13
606,0.4,2.708,3.09088e-13
607,0.4,2.709,3.48168e-13
608,0.4,2.71,1.63426e-13
609,0.4,2.711,1.49215e-13
610,0.4,2.712,2.5935e-13
611,0.4,2.713,2.66455e-13
612,0.4,2.714,1.84742e-13
613,0.4,2.715,7.81601e-14
614,0.4,2.716,4.26328e-14
615,0.4,2.717,1.4211e-14
616,0.4,2.718,2.52244e-13
617,0.4,2.719,4.12117e-13
618,0.4,2.72,4.86725e-13
619,0.4,2.721,5.54227e-13
620,0.4,2.722,2.45139e-13
621,0.4,2.723,1.84742e-13
622,0.4,2.724,2.02506e-13
623,0.4,2.725,1.45662e-13
624,0.4,2.726,8.52656e-14
625,0.4,2.727,3.55274e-14
626,0.4,2.728,2.5935e-13
627,0.4,2.729,2.06058e-13
628,0.4,2.73,1.4211e-14
629,0.4,2.731,1.91847e-13
630,0.4,2.732,1.59873e-13
631,0.4,2.733,6.60808e-13
632,0.4,2.734,9.80556e-13
633,0.4,2.735,8.06469e-13
634,0.4,2.736,9.02393e-13
635,0.4,2.737,1.03029e-13
636,0.4,2.738,3.12641e-13
637,0.4,2.739,2.06058e-13
638,0.4,2.74,1.88295e-13
639,0.4,2.741,8.17128e-14
640,0.4,2.742,9.59237e-14
641,0.4,2.743,1.74084e-13
642,0.4,2.744,4.26327e-13
643,0.4,2.745,2.30928e-13
644,0.4,2.746,2.02506e-13
645,0.4,2.747,1.38557e-13
646,0.4,2.748,3.76589e-13
647,0.4,2.749,4.90278e-13
648,0.4,2.75,3.16193e-13
649,0.4,2.751,2.27375e-13
650,0.4,2.752,1.59873e-13
651,0.4,2.753,4.26327e-13
652,0.4,2.754,2.41586e-13
653,0.4,2.755,1.954e-13
654,0.4,2.756,2.77113e-13
655,0.4,2.757,1.954e-13
656,0.4,2.758,1.81189e-13
657,0.4,2.759,1.06582e-13
658,0.4,2.76,1.20793e-13
659,0.4,2.761,1.63426e-13
660,0.4,2.762,8.17128e-14
661,0.4,2.763,8.88183e-14
662,0.4,2.764,1.954e-13
663,0.4,2.765,3.65931e-13
664,0.4,2.766,6.71466e-13
665,0.4,2.767,5.96859e-13
666,0.4,2.768,6.75019e-13
667,0.4,2.769,2.09611e-13
668,0.4,2.77,3.73037e-13
669,0.4,2.771,3.23299e-13
670,0.4,2.772,4.86725e-13
671,0.4,2.773,2.02506e-13
672,0.4,2.774,5.36463e-13
673,0.4,2.775,5.96859e-13
674,0.4,2.776,5.50674e-13
675,0.4,2.777,5.43569e-13
676,0.4,2.778,5.79096e-13
677,0.4,2.779,6.18176e-13
678,0.4,2.78,5.75543e-13
679,0.4,2.781,5.79096e-13
680,0.4,2.782,4.54751e-13
681,0.4,2.783,2.09611e-13
682,0.4,2.784,2.94877e-13
683,0.4,2.785,6.7502e-14
684,0.4,2.786,4.2988e-13
685,0.4,2.787,2.73561e-13
686,0.4,2.788,1.81189e-13
687,0.4,2.789,2.62903e-13
688,0.4,2.79,4.36986e-13
689,0.4,2.791,4.72514e-13
690,0.4,2.792,7.6739e-13
691,0.4,2.793,1.18661e-12
692,0.4,2.794,1.26477e-12
693,0.4,2.795,1.44951e-12
694,0.4,2.796,2.18138e-12
695,0.4,2.797,2.9985e-12
696,0.4,2.798,4.93119e-12
697,0.4,2.799,5.15502e-12
698,0.4,2.8,5.33976e-12
699,0.4,2.801,5.37528e-12
700,0.4,2.802,5.17633e-12
701,0.4,2.803,4.90988e-12
702,0.4,2.804,3.08022e-12
703,0.4,2.805,2.2773e-12
704,0.4,2.806,1.61649e-12
705,0.4,2.807,1.27188e-12
706,0.4,2.808,1.12977e-12
707,0.4,2.809,9.7345e-13
708,0.4,2.81,7.03441e-13
709,0.4,2.811,9.16607e-13
710,0.4,2.812,8.02917e-13
711,0.4,2.813,7.17652e-13
712,0.4,2.814,6.21728e-13
713,0.4,2.815,7.74495e-13
714,0.4,2.816,1.21148e-12
715,0.4,2.817,1.37846e-12
716,0.4,2.818,1.79768e-12
717,0.4,2.819,2.09967e-12
718,0.4,2.82,3.12995e-12
719,0.4,2.821,3.8867e-12
720,0.4,2.822,4.83527e-12
721,0.4,2.823,6.87453e-12
722,0.4,2.824,9.46093e-12
723,0.4,2.825,1.2129e-11
724,0.4,2.826,1.40084e-11
725,0.4,2.827,1.75647e-11
726,0.4,2.828,1.94086e-11
727,0.4,2.829,1.8865e-11
728,0.4,2.83,1.83037e-11
729,0.4,2.831,1.53798e-11
730,0.4,2.832,1.48362e-11
731,0.4,2.833,1.03242e-11
732,0.4,2.834,7.23691e-12
733,0.4,2.835,5.44989e-12
734,0.4,2.836,4.27039e-12
735,0.4,2.837,3.28272e-12
736,0.4,2.838,2.70008e-12
737,0.4,2.839,2.05348e-12
738,0.4,2.84,1.82611e-12
739,0.4,2.841,1.59873e-12
740,0.4,2.842,1.57031e-12
741,0.4,2.843,1.54188e-12
742,0.4,2.844,1.4282e-12
743,0.4,2.845,1.42465e-12
744,0.4,2.846,1.72307e-12
745,0.4,2.847,2.19914e-12
746,0.4,2.848,2.31994e-12
747,0.4,2.849,2.87061e-12
748,0.4,2.85,3.51365e-12
749,0.4,2.851,4.58658e-12
750,0.4,2.852,6.50505e-12
751,0.4,2.853,1.03562e-11
752,0.4,2.854,1.16245e-11
753,0.4,2.855,1.15961e-11
754,0.4,2.856,1.19727e-11
755,0.4,2.857,1.15464e-11
756,0.4,2.858,1.17951e-11
757,0.4,2.859,8.51946e-12
758,0.4,2.86,6.06096e-12
759,0.4,2.861,4.85303e-12
760,0.4,2.862,3.44615e-12
761,0.4,2.863,2.56863e-12
762,0.4,2.864,2.16362e-12
763,0.4,2.865,2.0073e-12
764,0.4,2.866,1.63426e-12
765,0.4,2.867,1.52767e-12
766,0.4,2.868,1.16174e-12
767,0.4,2.869,1.25056e-12
768,0.4,2.87,7.816e-13
769,0.4,2.871,1.02674e-12
770,0.4,2.872,1.03385e-12
771,0.4,2.873,6.5015e-13
772,0.4,2.874,8.06469e-13
773,0.4,2.875,9.27265e-13
774,0.4,2.876,9.05945e-13
